GEO,population,val_norm,Date,Cause of death (ICD-10),rate
Quebec,8604495,220,2020-12-12,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Quebec,8604495,50,2020-12-12,Cerebrovascular diseases [I60-I69],1
Quebec,8604495,25,2020-12-12,Influenza and pneumonia [J09-J18],0
Quebec,8604495,45,2020-12-12,Chronic lower respiratory diseases [J40-J47],1
Quebec,8604495,25,2020-12-12,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Quebec,8604495,55,2020-12-12,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Quebec,8604495,10,2020-12-12,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Quebec,8604495,240,2020-12-12,"COVID-19 [U07.1,U07.2]",3
Quebec,8604495,235,2020-12-12,"COVID-19, virus identified  [U07.1]",3
Quebec,8604495,5,2020-12-12,"COVID-19, virus not identified  [U07.2]",0
Quebec,8604495,45,2020-12-12,Ill-defined and unspecified causes of mortality [R99],1
Quebec,8604495,10,2020-12-12,Information unavailable,0
Quebec,8604495,325,2020-12-12,All other causes of death,4
Ontario,14826276,2375,2020-12-12,"Total, all causes of death [A00-Y89]",16
Ontario,14826276,590,2020-12-12,Malignant neoplasms [C00-C97],4
Ontario,14826276,65,2020-12-12,Diabetes mellitus [E10-E14],0
Ontario,14826276,45,2020-12-12,Alzheimer's disease [G30],0
Ontario,14826276,365,2020-12-12,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2
Ontario,14826276,115,2020-12-12,Cerebrovascular diseases [I60-I69],1
Ontario,14826276,40,2020-12-12,Influenza and pneumonia [J09-J18],0
Ontario,14826276,95,2020-12-12,Chronic lower respiratory diseases [J40-J47],1
Ontario,14826276,25,2020-12-12,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Ontario,14826276,145,2020-12-12,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Ontario,14826276,20,2020-12-12,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Ontario,14826276,185,2020-12-12,"COVID-19 [U07.1,U07.2]",1
Ontario,14826276,180,2020-12-12,"COVID-19, virus identified  [U07.1]",1
Ontario,14826276,5,2020-12-12,"COVID-19, virus not identified  [U07.2]",0
Ontario,14826276,40,2020-12-12,Ill-defined and unspecified causes of mortality [R99],0
Ontario,14826276,5,2020-12-12,Information unavailable,0
Ontario,14826276,640,2020-12-12,All other causes of death,4
Manitoba,1383765,295,2020-12-12,"Total, all causes of death [A00-Y89]",21
Manitoba,1383765,65,2020-12-12,Malignant neoplasms [C00-C97],5
Manitoba,1383765,10,2020-12-12,Diabetes mellitus [E10-E14],1
Manitoba,1383765,0,2020-12-12,Alzheimer's disease [G30],0
Manitoba,1383765,35,2020-12-12,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Manitoba,1383765,15,2020-12-12,Cerebrovascular diseases [I60-I69],1
Manitoba,1383765,5,2020-12-12,Influenza and pneumonia [J09-J18],0
Manitoba,1383765,5,2020-12-12,Chronic lower respiratory diseases [J40-J47],0
Manitoba,1383765,0,2020-12-12,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Manitoba,1383765,15,2020-12-12,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Manitoba,1383765,5,2020-12-12,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Manitoba,1383765,70,2020-12-12,"COVID-19 [U07.1,U07.2]",5
Manitoba,1383765,70,2020-12-12,"COVID-19, virus identified  [U07.1]",5
Manitoba,1383765,0,2020-12-12,"COVID-19, virus not identified  [U07.2]",0
Manitoba,1383765,30,2020-12-12,Ill-defined and unspecified causes of mortality [R99],2
Manitoba,1383765,0,2020-12-12,Information unavailable,0
Manitoba,1383765,40,2020-12-12,All other causes of death,3
Saskatchewan,1179844,225,2020-12-12,"Total, all causes of death [A00-Y89]",19
Saskatchewan,1179844,40,2020-12-12,Malignant neoplasms [C00-C97],3
Saskatchewan,1179844,5,2020-12-12,Diabetes mellitus [E10-E14],0
Saskatchewan,1179844,5,2020-12-12,Alzheimer's disease [G30],0
Saskatchewan,1179844,45,2020-12-12,"Diseases of heart [I00-I09, I11, I13, I20-I51]",4
Saskatchewan,1179844,5,2020-12-12,Cerebrovascular diseases [I60-I69],0
Saskatchewan,1179844,5,2020-12-12,Influenza and pneumonia [J09-J18],0
Saskatchewan,1179844,10,2020-12-12,Chronic lower respiratory diseases [J40-J47],1
Saskatchewan,1179844,5,2020-12-12,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Saskatchewan,1179844,10,2020-12-12,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Saskatchewan,1179844,0,2020-12-12,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Saskatchewan,1179844,15,2020-12-12,"COVID-19 [U07.1,U07.2]",1
Saskatchewan,1179844,20,2020-12-12,"COVID-19, virus identified  [U07.1]",2
Saskatchewan,1179844,0,2020-12-12,"COVID-19, virus not identified  [U07.2]",0
Saskatchewan,1179844,25,2020-12-12,Ill-defined and unspecified causes of mortality [R99],2
Saskatchewan,1179844,0,2020-12-12,Information unavailable,0
Saskatchewan,1179844,50,2020-12-12,All other causes of death,4
Alberta,4442879,730,2020-12-12,"Total, all causes of death [A00-Y89]",16
Alberta,4442879,135,2020-12-12,Malignant neoplasms [C00-C97],3
Alberta,4442879,15,2020-12-12,Diabetes mellitus [E10-E14],0
Alberta,4442879,10,2020-12-12,Alzheimer's disease [G30],0
Alberta,4442879,120,2020-12-12,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Alberta,4442879,30,2020-12-12,Cerebrovascular diseases [I60-I69],1
Alberta,4442879,15,2020-12-12,Influenza and pneumonia [J09-J18],0
Alberta,4442879,25,2020-12-12,Chronic lower respiratory diseases [J40-J47],1
Alberta,4442879,5,2020-12-12,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Alberta,4442879,40,2020-12-12,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Alberta,4442879,20,2020-12-12,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Alberta,4442879,125,2020-12-12,"COVID-19 [U07.1,U07.2]",3
Alberta,4442879,125,2020-12-12,"COVID-19, virus identified  [U07.1]",3
Alberta,4442879,5,2020-12-12,"COVID-19, virus not identified  [U07.2]",0
Alberta,4442879,20,2020-12-12,Ill-defined and unspecified causes of mortality [R99],0
Alberta,4442879,0,2020-12-12,Information unavailable,0
Alberta,4442879,170,2020-12-12,All other causes of death,4
British Columbia,5214805,975,2020-12-12,"Total, all causes of death [A00-Y89]",19
British Columbia,5214805,205,2020-12-12,Malignant neoplasms [C00-C97],4
British Columbia,5214805,25,2020-12-12,Diabetes mellitus [E10-E14],0
British Columbia,5214805,20,2020-12-12,Alzheimer's disease [G30],0
British Columbia,5214805,145,2020-12-12,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
British Columbia,5214805,60,2020-12-12,Cerebrovascular diseases [I60-I69],1
British Columbia,5214805,10,2020-12-12,Influenza and pneumonia [J09-J18],0
British Columbia,5214805,30,2020-12-12,Chronic lower respiratory diseases [J40-J47],1
British Columbia,5214805,10,2020-12-12,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
British Columbia,5214805,15,2020-12-12,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
British Columbia,5214805,5,2020-12-12,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
British Columbia,5214805,120,2020-12-12,"COVID-19 [U07.1,U07.2]",2
British Columbia,5214805,115,2020-12-12,"COVID-19, virus identified  [U07.1]",2
British Columbia,5214805,0,2020-12-12,"COVID-19, virus not identified  [U07.2]",0
British Columbia,5214805,90,2020-12-12,Ill-defined and unspecified causes of mortality [R99],2
British Columbia,5214805,0,2020-12-12,Information unavailable,0
British Columbia,5214805,250,2020-12-12,All other causes of death,5
Yukon,42986,,2020-12-12,"Total, all causes of death [A00-Y89]",
Yukon,42986,,2020-12-12,Malignant neoplasms [C00-C97],
Yukon,42986,,2020-12-12,Diabetes mellitus [E10-E14],
Yukon,42986,,2020-12-12,Alzheimer's disease [G30],
Yukon,42986,,2020-12-12,"Diseases of heart [I00-I09, I11, I13, I20-I51]",
Yukon,42986,,2020-12-12,Cerebrovascular diseases [I60-I69],
Yukon,42986,,2020-12-12,Influenza and pneumonia [J09-J18],
Yukon,42986,,2020-12-12,Chronic lower respiratory diseases [J40-J47],
Yukon,42986,,2020-12-12,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",
Yukon,42986,,2020-12-12,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",
Yukon,42986,,2020-12-12,"Intentional self-harm (suicide) [X60-X84, Y87.0]",
Yukon,42986,,2020-12-12,"COVID-19 [U07.1,U07.2]",
Yukon,42986,,2020-12-12,"COVID-19, virus identified  [U07.1]",
Yukon,42986,,2020-12-12,"COVID-19, virus not identified  [U07.2]",
Yukon,42986,,2020-12-12,Ill-defined and unspecified causes of mortality [R99],
Yukon,42986,,2020-12-12,Information unavailable,
Yukon,42986,,2020-12-12,All other causes of death,
Northwest Territories,45504,10,2020-12-12,"Total, all causes of death [A00-Y89]",22
Northwest Territories,45504,5,2020-12-12,Malignant neoplasms [C00-C97],11
Northwest Territories,45504,0,2020-12-12,Diabetes mellitus [E10-E14],0
Northwest Territories,45504,0,2020-12-12,Alzheimer's disease [G30],0
Northwest Territories,45504,0,2020-12-12,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Northwest Territories,45504,0,2020-12-12,Cerebrovascular diseases [I60-I69],0
Northwest Territories,45504,0,2020-12-12,Influenza and pneumonia [J09-J18],0
Northwest Territories,45504,0,2020-12-12,Chronic lower respiratory diseases [J40-J47],0
Northwest Territories,45504,0,2020-12-12,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Northwest Territories,45504,0,2020-12-12,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Northwest Territories,45504,0,2020-12-12,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Northwest Territories,45504,0,2020-12-12,"COVID-19 [U07.1,U07.2]",0
Northwest Territories,45504,0,2020-12-12,"COVID-19, virus identified  [U07.1]",0
Northwest Territories,45504,0,2020-12-12,"COVID-19, virus not identified  [U07.2]",0
Northwest Territories,45504,0,2020-12-12,Ill-defined and unspecified causes of mortality [R99],0
Northwest Territories,45504,0,2020-12-12,Information unavailable,0
Northwest Territories,45504,0,2020-12-12,All other causes of death,0
Nunavut,39403,0,2020-12-12,"Total, all causes of death [A00-Y89]",0
Nunavut,39403,0,2020-12-12,Malignant neoplasms [C00-C97],0
Nunavut,39403,0,2020-12-12,Diabetes mellitus [E10-E14],0
Nunavut,39403,0,2020-12-12,Alzheimer's disease [G30],0
Nunavut,39403,0,2020-12-12,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Nunavut,39403,0,2020-12-12,Cerebrovascular diseases [I60-I69],0
Nunavut,39403,0,2020-12-12,Influenza and pneumonia [J09-J18],0
Nunavut,39403,0,2020-12-12,Chronic lower respiratory diseases [J40-J47],0
Nunavut,39403,0,2020-12-12,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Nunavut,39403,0,2020-12-12,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Nunavut,39403,0,2020-12-12,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Nunavut,39403,0,2020-12-12,"COVID-19 [U07.1,U07.2]",0
Nunavut,39403,0,2020-12-12,"COVID-19, virus identified  [U07.1]",0
Nunavut,39403,0,2020-12-12,"COVID-19, virus not identified  [U07.2]",0
Nunavut,39403,0,2020-12-12,Ill-defined and unspecified causes of mortality [R99],0
Nunavut,39403,0,2020-12-12,Information unavailable,0
Nunavut,39403,0,2020-12-12,All other causes of death,0
Canada,38246108,6440,2020-12-19,"Total, all causes of death [A00-Y89]",17
Canada,38246108,1590,2020-12-19,Malignant neoplasms [C00-C97],4
Canada,38246108,150,2020-12-19,Diabetes mellitus [E10-E14],0
Canada,38246108,100,2020-12-19,Alzheimer's disease [G30],0
Canada,38246108,1030,2020-12-19,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Canada,38246108,255,2020-12-19,Cerebrovascular diseases [I60-I69],1
Canada,38246108,85,2020-12-19,Influenza and pneumonia [J09-J18],0
Canada,38246108,180,2020-12-19,Chronic lower respiratory diseases [J40-J47],0
Canada,38246108,70,2020-12-19,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Canada,38246108,280,2020-12-19,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Canada,38246108,45,2020-12-19,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Canada,38246108,825,2020-12-19,"COVID-19 [U07.1,U07.2]",2
Canada,38246108,810,2020-12-19,"COVID-19, virus identified  [U07.1]",2
Canada,38246108,15,2020-12-19,"COVID-19, virus not identified  [U07.2]",0
Canada,38246108,260,2020-12-19,Ill-defined and unspecified causes of mortality [R99],1
Canada,38246108,20,2020-12-19,Information unavailable,0
Canada,38246108,1560,2020-12-19,All other causes of death,4
Newfoundland and Labrador,520553,125,2020-12-19,"Total, all causes of death [A00-Y89]",24
Newfoundland and Labrador,520553,40,2020-12-19,Malignant neoplasms [C00-C97],8
Newfoundland and Labrador,520553,10,2020-12-19,Diabetes mellitus [E10-E14],2
Newfoundland and Labrador,520553,0,2020-12-19,Alzheimer's disease [G30],0
Newfoundland and Labrador,520553,20,2020-12-19,"Diseases of heart [I00-I09, I11, I13, I20-I51]",4
Newfoundland and Labrador,520553,5,2020-12-19,Cerebrovascular diseases [I60-I69],1
Newfoundland and Labrador,520553,0,2020-12-19,Influenza and pneumonia [J09-J18],0
Newfoundland and Labrador,520553,5,2020-12-19,Chronic lower respiratory diseases [J40-J47],1
Newfoundland and Labrador,520553,5,2020-12-19,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",1
Newfoundland and Labrador,520553,10,2020-12-19,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",2
Newfoundland and Labrador,520553,0,2020-12-19,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Newfoundland and Labrador,520553,0,2020-12-19,"COVID-19 [U07.1,U07.2]",0
Newfoundland and Labrador,520553,0,2020-12-19,"COVID-19, virus identified  [U07.1]",0
Newfoundland and Labrador,520553,0,2020-12-19,"COVID-19, virus not identified  [U07.2]",0
Newfoundland and Labrador,520553,0,2020-12-19,Ill-defined and unspecified causes of mortality [R99],0
Newfoundland and Labrador,520553,0,2020-12-19,Information unavailable,0
Newfoundland and Labrador,520553,35,2020-12-19,All other causes of death,7
Prince Edward Island,164318,25,2020-12-19,"Total, all causes of death [A00-Y89]",15
Prince Edward Island,164318,10,2020-12-19,Malignant neoplasms [C00-C97],6
Prince Edward Island,164318,0,2020-12-19,Diabetes mellitus [E10-E14],0
Prince Edward Island,164318,0,2020-12-19,Alzheimer's disease [G30],0
Prince Edward Island,164318,5,2020-12-19,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Prince Edward Island,164318,5,2020-12-19,Cerebrovascular diseases [I60-I69],3
Prince Edward Island,164318,0,2020-12-19,Influenza and pneumonia [J09-J18],0
Prince Edward Island,164318,0,2020-12-19,Chronic lower respiratory diseases [J40-J47],0
Prince Edward Island,164318,0,2020-12-19,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Prince Edward Island,164318,0,2020-12-19,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Prince Edward Island,164318,0,2020-12-19,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Prince Edward Island,164318,0,2020-12-19,"COVID-19 [U07.1,U07.2]",0
Prince Edward Island,164318,0,2020-12-19,"COVID-19, virus identified  [U07.1]",0
Prince Edward Island,164318,0,2020-12-19,"COVID-19, virus not identified  [U07.2]",0
Prince Edward Island,164318,0,2020-12-19,Ill-defined and unspecified causes of mortality [R99],0
Prince Edward Island,164318,0,2020-12-19,Information unavailable,0
Prince Edward Island,164318,10,2020-12-19,All other causes of death,6
Nova Scotia,992055,190,2020-12-19,"Total, all causes of death [A00-Y89]",19
Nova Scotia,992055,50,2020-12-19,Malignant neoplasms [C00-C97],5
Nova Scotia,992055,5,2020-12-19,Diabetes mellitus [E10-E14],1
Nova Scotia,992055,5,2020-12-19,Alzheimer's disease [G30],1
Nova Scotia,992055,35,2020-12-19,"Diseases of heart [I00-I09, I11, I13, I20-I51]",4
Nova Scotia,992055,10,2020-12-19,Cerebrovascular diseases [I60-I69],1
Nova Scotia,992055,0,2020-12-19,Influenza and pneumonia [J09-J18],0
Nova Scotia,992055,10,2020-12-19,Chronic lower respiratory diseases [J40-J47],1
Nova Scotia,992055,5,2020-12-19,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",1
Nova Scotia,992055,10,2020-12-19,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Nova Scotia,992055,0,2020-12-19,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Nova Scotia,992055,0,2020-12-19,"COVID-19 [U07.1,U07.2]",0
Nova Scotia,992055,0,2020-12-19,"COVID-19, virus identified  [U07.1]",0
Nova Scotia,992055,0,2020-12-19,"COVID-19, virus not identified  [U07.2]",0
Nova Scotia,992055,10,2020-12-19,Ill-defined and unspecified causes of mortality [R99],1
Nova Scotia,992055,0,2020-12-19,Information unavailable,0
Nova Scotia,992055,55,2020-12-19,All other causes of death,6
New Brunswick,789225,140,2020-12-19,"Total, all causes of death [A00-Y89]",18
New Brunswick,789225,40,2020-12-19,Malignant neoplasms [C00-C97],5
New Brunswick,789225,5,2020-12-19,Diabetes mellitus [E10-E14],1
New Brunswick,789225,5,2020-12-19,Alzheimer's disease [G30],1
New Brunswick,789225,20,2020-12-19,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
New Brunswick,789225,10,2020-12-19,Cerebrovascular diseases [I60-I69],1
New Brunswick,789225,5,2020-12-19,Influenza and pneumonia [J09-J18],1
New Brunswick,789225,5,2020-12-19,Chronic lower respiratory diseases [J40-J47],1
New Brunswick,789225,0,2020-12-19,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
New Brunswick,789225,5,2020-12-19,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
New Brunswick,789225,0,2020-12-19,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
New Brunswick,789225,0,2020-12-19,"COVID-19 [U07.1,U07.2]",0
New Brunswick,789225,0,2020-12-19,"COVID-19, virus identified  [U07.1]",0
New Brunswick,789225,0,2020-12-19,"COVID-19, virus not identified  [U07.2]",0
New Brunswick,789225,5,2020-12-19,Ill-defined and unspecified causes of mortality [R99],1
New Brunswick,789225,0,2020-12-19,Information unavailable,0
New Brunswick,789225,40,2020-12-19,All other causes of death,5
Quebec,8604495,1555,2020-12-19,"Total, all causes of death [A00-Y89]",18
Quebec,8604495,420,2020-12-19,Malignant neoplasms [C00-C97],5
Quebec,8604495,20,2020-12-19,Diabetes mellitus [E10-E14],0
Quebec,8604495,30,2020-12-19,Alzheimer's disease [G30],0
Quebec,8604495,240,2020-12-19,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Quebec,8604495,50,2020-12-19,Cerebrovascular diseases [I60-I69],1
Quebec,8604495,25,2020-12-19,Influenza and pneumonia [J09-J18],0
Quebec,8604495,40,2020-12-19,Chronic lower respiratory diseases [J40-J47],0
Quebec,8604495,25,2020-12-19,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Quebec,8604495,60,2020-12-19,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Quebec,8604495,10,2020-12-19,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Quebec,8604495,260,2020-12-19,"COVID-19 [U07.1,U07.2]",3
Quebec,8604495,255,2020-12-19,"COVID-19, virus identified  [U07.1]",3
Quebec,8604495,5,2020-12-19,"COVID-19, virus not identified  [U07.2]",0
Quebec,8604495,45,2020-12-19,Ill-defined and unspecified causes of mortality [R99],1
Quebec,8604495,10,2020-12-19,Information unavailable,0
Quebec,8604495,310,2020-12-19,All other causes of death,4
Ontario,14826276,2330,2020-12-19,"Total, all causes of death [A00-Y89]",16
Ontario,14826276,575,2020-12-19,Malignant neoplasms [C00-C97],4
Ontario,14826276,55,2020-12-19,Diabetes mellitus [E10-E14],0
Ontario,14826276,35,2020-12-19,Alzheimer's disease [G30],0
Ontario,14826276,400,2020-12-19,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Ontario,14826276,100,2020-12-19,Cerebrovascular diseases [I60-I69],1
